level,type,file,line,message,advice
WARN,truth-risk,docs/教程资料/创游世界变量入门完全指南.md,172,强结论缺少附近证据提示：| 作用域 | 全局（所有地图） |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量入门完全指南.md,364,强结论缺少附近证据提示：不是所有数据都要用玩家变量：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,duplicate-title,docs/教程资料/创游世界变量完全指南.md,1,标题重复：创游世界变量完全指南,标题重复不一定错误，但会影响搜索、侧边栏辨识和维护。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,9,强结论缺少附近证据提示：本文详细介绍创游世界中的变量系统，解释什么是变量、不同类型的变量、如何选择合适的作用域，以及变量的使用场景和最佳实践。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,13,"强结论缺少附近证据提示：- 完全不知道""变量""是什么的初学者",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,23,强结论缺少附近证据提示：- 变量的使用场景和最佳实践,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,71,强结论缺少附近证据提示：| **3** | 地图属性 | 地图存在期间 | 同地图所有物体 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,95,强结论缺少附近证据提示：> 相关阅读：[创游世界变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量完全指南.md,164,强结论缺少附近证据提示：| 明确变量作用域 | 根据数据用途选择正确的作用域 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量作用域速查卡.md,70,强结论缺少附近证据提示：**⚠️ 注意**：局部变量执行完就消失，不能跨脚本持久，不能跨物体访问。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量作用域速查卡.md,103,强结论缺少附近证据提示：**A**：地图属性是挂载在当前地图上的数据，当前地图里所有物体都能访问。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量作用域速查卡.md,190,强结论缺少附近证据提示：| 其他物体无法访问 | 改用地图属性或玩家变量 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界变量作用域速查卡.md,220,强结论缺少附近证据提示：| 跨对象访问 | ❌ 不能 | ❌ 不能 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,41,强结论缺少附近证据提示：**A**：脚本不会执行。没有触发时机的积木块是「死代码」。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,58,强结论缺少附近证据提示：**对应组件**：不需要特定组件，所有物体都有。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,311,强结论缺少附近证据提示：**重要**：无限循环内必须有「等待」积木，否则会导致游戏卡死。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,430,强结论缺少附近证据提示：1. 是否有触发时机（没有则不会执行）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,456,强结论缺少附近证据提示：**A**：触发时机不能嵌套，但一个触发时机内的积木块可以有条件判断和循环。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,505,强结论缺少附近证据提示：- [创游世界脚本入门完全指南](./专题研究/创游世界脚本入门完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,506,强结论缺少附近证据提示：- [创游世界触发时机完全指南](../脚本系统/专题研究/创游世界触发时机完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界触发时机速查卡.md,507,强结论缺少附近证据提示：- [创游世界广播机制完全指南](./创游世界广播机制完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,duplicate-title,docs/教程资料/创游世界发布与分享指南.md,1,标题重复：创游世界发布与分享指南,标题重复不一定错误，但会影响搜索、侧边栏辨识和维护。
WARN,truth-risk,docs/教程资料/创游世界发布与分享指南.md,39,强结论缺少附近证据提示：| UI 界面 | 所有界面是否正常显示 | ☐ |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界概念速查卡.md,33,强结论缺少附近证据提示：- **物体** = 素材在地图中的实例，修改素材不会更新已有物体,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界概念速查卡.md,67,强结论缺少附近证据提示：**A**：在单次脚本执行中临时使用，执行完就消失。不能跨触发时机、不能跨物体、切换地图会清除。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界概念速查卡.md,162,强结论缺少附近证据提示：**A**：向当前地图所有物体发送消息的事件通知机制。用于跨物体通信、解耦模块。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界概念速查卡.md,182,强结论缺少附近证据提示：**A**：默认不行，只能被当前地图的物体接收。需要跨地图通信时使用玩家变量或地图属性。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界概念速查卡.md,232,强结论缺少附近证据提示：**A**：无限循环内必须有「等待」积木，如：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,duplicate-title,docs/教程资料/创游世界广播机制完全指南.md,1,标题重复：创游世界广播机制完全指南,标题重复不一定错误，但会影响搜索、侧边栏辨识和维护。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,6,强结论缺少附近证据提示：本文全面讲解创游世界广播机制的工作原理、使用场景、最佳实践和常见问题，帮助理解如何通过广播实现对象间的解耦通信。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,29,强结论缺少附近证据提示：**广播是一种消息发布-订阅机制**，用于对象间的解耦通信。当某个对象发送广播时，所有监听该广播的脚本都会执行，不需要发送者知道谁在监听。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,305,强结论缺少附近证据提示：| 监听者在广播发送时是否存在 | 如果对象已销毁则不会响应 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,322,强结论缺少附近证据提示：3. 记录所有广播的用途,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,345,强结论缺少附近证据提示：某些组件事件会自动触发广播：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播机制完全指南.md,365,强结论缺少附近证据提示：| ✓ 是否避免了过度使用广播 | 不是所有场景都需要广播 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播使用速查卡.md,14,强结论缺少附近证据提示：- 想了解广播最佳实践的学习者,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播使用速查卡.md,145,强结论缺少附近证据提示：**A**：可以。所有监听该广播的脚本都会执行。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播使用速查卡.md,156,强结论缺少附近证据提示：**A**：默认不行，只能被当前地图的物体接收。跨地图通信需要用玩家变量或系统属性。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播使用速查卡.md,340,强结论缺少附近证据提示：- [创游世界广播机制完全指南](../核心研究/创游世界广播机制完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播完全指南.md,22,强结论缺少附近证据提示：- 广播命名的最佳实践,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播完全指南.md,75,强结论缺少附近证据提示：- 所有关心这个事件的对象都可以监听,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播完全指南.md,161,强结论缺少附近证据提示：> ⚠️ **注意**：广播默认只能在当前地图内传播，不能跨地图通信。跨地图通信需要用玩家变量或系统属性。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界广播完全指南.md,327,强结论缺少附近证据提示：| 监听者在广播发送时是否存在 | 如果对象已销毁则不会响应 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界核心概念问答.md,47,强结论缺少附近证据提示：- 修改素材 → 所有同名物体的外观和能力都会变,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界核心概念问答.md,87,强结论缺少附近证据提示：**简单理解**：广播 = 对讲机喊话（所有人都能听到）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界核心概念问答.md,119,强结论缺少附近证据提示：| 全局变量 | 所有物体 | 场景切换前 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界核心概念问答.md,200,强结论缺少附近证据提示：1. **应用到原素材**：把所有该素材的物体同步更新,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界核心概念问答.md,226,强结论缺少附近证据提示：| 广播没效果 | 检查名称是否完全一致 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本调试指南.md,224,强结论缺少附近证据提示：- [ ] 有触发时机（没有则不会执行）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本调试指南.md,236,强结论缺少附近证据提示：1. 广播名称是否完全一致？,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本调试指南.md,243,强结论缺少附近证据提示：- [ ] 发送和接收的广播名完全一致,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本调试指南.md,373,强结论缺少附近证据提示：- [创游世界脚本入门完全指南](./专题研究/创游世界脚本入门完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本调试指南.md,374,强结论缺少附近证据提示：- [创游世界广播机制完全指南](../核心研究/创游世界广播机制完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门实践.md,62,"强结论缺少附近证据提示：1. 在素材区创建一个""按钮""素材（可以是任何你觉得像按钮的图片）",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门实践.md,313,强结论缺少附近证据提示：- [创游世界脚本入门完全指南](./专题研究/创游世界脚本入门完全指南.md) - 了解脚本的完整能力,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,duplicate-title,docs/教程资料/创游世界脚本入门完全指南.md,1,标题重复：创游世界脚本入门完全指南,标题重复不一定错误，但会影响搜索、侧边栏辨识和维护。
WARN,truth-risk,docs/教程资料/创游世界脚本入门完全指南.md,8,强结论缺少附近证据提示：本文为零基础用户提供创游世界脚本入门完全指南，涵盖触发时机、变量、广播、条件判断、循环等核心概念，通过图文示例帮助新手快速掌握脚本编写基础。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门完全指南.md,150,强结论缺少附近证据提示：| 地图属性 | 地图存在期间 | 当前地图所有物体 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门完全指南.md,401,强结论缺少附近证据提示：2. 广播名称是否完全一致？,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门完全指南.md,463,强结论缺少附近证据提示：- [创游世界广播机制完全指南](../核心研究/创游世界广播机制完全指南.md) - 广播详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界脚本入门完全指南.md,464,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,93,强结论缺少附近证据提示：| 素材区 | 左侧 | 管理所有素材（角色、道具、装饰等） |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,130,强结论缺少附近证据提示：| 组件 | 作用 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,152,强结论缺少附近证据提示：- 角色组件会自动与物理组件配合,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,276,强结论缺少附近证据提示：| 地图里所有怪物共享的波次 | 地图属性 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,294,强结论缺少附近证据提示：广播是一种「发消息给所有对象」的通知机制。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,413,强结论缺少附近证据提示：| [变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md) | 深入理解变量 | ⭐⭐ |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速入门完全指南.md,414,强结论缺少附近证据提示：| [组件系统完全指南](../专题研究/创游世界组件系统完全指南.md) | 深入理解组件 | ⭐⭐ |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速上手清单.md,37,强结论缺少附近证据提示：**记住**：修改素材会影响所有物体，修改物体只影响那一个。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速上手清单.md,130,强结论缺少附近证据提示：- 广播名称要完全一致（包括大小写）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速上手清单.md,155,强结论缺少附近证据提示：- [ ] 发送广播和接收广播的名称是否完全一致？,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界快速上手清单.md,173,强结论缺少附近证据提示：| 变量名长度 | 不超过一定字符 | 建议简短有意义 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,54,强结论缺少附近证据提示：- **地图状态**：所有玩家共同看到的游戏世界,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,71,强结论缺少附近证据提示：| **状态数据** | 任务进度、NPC对话状态 | 视需求选择私有或公共 | 明确哪些玩家能看到哪些状态 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,190,强结论缺少附近证据提示：2. 编写交互脚本：点击 → 发「宝箱_开启」广播 → 所有玩家看到宝箱打开动画,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,191,强结论缺少附近证据提示：3. 用广播驱动，确保所有玩家状态一致,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,233,"强结论缺少附近证据提示：1. **联机不是无延迟的**：所有联机功能都要考虑网络延迟，不能假设""操作立即生效""",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界联机基础实战教程.md,243,强结论缺少附近证据提示：- [创游世界联机系统完全指南](/核心研究/创游世界联机系统完全指南.md) - 联机系统完整技术文档,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,duplicate-title,docs/教程资料/创游世界商店系统速查卡.md,1,标题重复：创游世界商店系统速查卡,标题重复不一定错误，但会影响搜索、侧边栏辨识和维护。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,34,强结论缺少附近证据提示：**注意**：修改素材后，地图中已有的物体不会自动更新。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,54,强结论缺少附近证据提示：**含义**：管理项目中所有素材的区域，包括导入、创建、整理素材。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,108,强结论缺少附近证据提示：**特点**：不能跨脚本持久，不能跨物体访问，切地图会清除。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,116,强结论缺少附近证据提示：**特点**：地图内所有物体都可以访问。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,120,强结论缺少附近证据提示：**特点**：所有地图、所有物体都可以访问。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界术语速查.md,127,强结论缺少附近证据提示：**含义**：向当前地图所有物体发送消息的事件通知机制。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界数据类型速查卡.md,8,强结论缺少附近证据提示：创游世界脚本系统支持多种数据类型，包括数字、真假值、文本、数组、结构体和物品类型。本文用快问快答的形式帮助你快速理解和选择正确的数据类型。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界数据类型速查卡.md,262,"强结论缺少附近证据提示：| 记录背包所有物品 | 数组 | `背包列表 = [""血瓶"", ""金币"", ""钥匙""]` |",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界素材导入与管理指南.md,15,强结论缺少附近证据提示：- 想学习素材管理最佳实践的任何人,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界素材导入与管理指南.md,239,强结论缺少附近证据提示：2. 选择「选中所有使用此素材的物体」,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界项目开发流程指南.md,404,强结论缺少附近证据提示：- 所有素材是否到位,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,22,强结论缺少附近证据提示：- 广播机制的最佳实践,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,27,强结论缺少附近证据提示：1. **素材≠物体**：修改素材不会自动更新地图中已有的物体实例,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,28,强结论缺少附近证据提示：2. **组件=能力**：不挂组件的物体只是静态图片，无法产生交互,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,42,强结论缺少附近证据提示：**原因**：素材是模板，修改素材不会自动更新地图中已有的物体实例。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,60,强结论缺少附近证据提示：**原因**：缺少「角色组件」，只有物理组件只能被动受力，不能被玩家控制。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,158,强结论缺少附近证据提示：**局部变量的特点**：只在当前脚本执行时存在，执行完就消失，不能跨触发时机使用。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,162,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,168,强结论缺少附近证据提示：**错误做法**：发送了广播但没有任何反应。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,172,强结论缺少附近证据提示：2. 检查广播名称是否完全一致（包括大小写、空格）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,185,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界广播命名规范与最佳实践](../脚本系统/创游世界广播命名规范与最佳实践.md) - 广播命名规范,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,271,强结论缺少附近证据提示：1. 怪物有没有物理组件（没有物理就无法碰撞）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,317,强结论缺少附近证据提示：**常见误解**：以为加了组件就会自动有功能，实际上组件只是「能力」，还需要脚本「使用」这个能力。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,354,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界组件系统完全指南](./专题研究/创游世界组件系统完全指南.md) - 组件系统详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,370,强结论缺少附近证据提示：**问题**：每次点击，局部变量都重置为0，所以计数永远只显示1。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,374,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,402,强结论缺少附近证据提示：- 使用地图属性（地图内所有物体都能访问）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,434,强结论缺少附近证据提示：- 数据修改必须通过明确的广播或指令,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,452,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界广播命名规范与最佳实践](../脚本系统/创游世界广播命名规范与最佳实践.md) - 广播命名规范,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,484,强结论缺少附近证据提示：**错误示例**：一个广播承担了所有功能（扣血、加分、发道具、刷新UI...）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,698,强结论缺少附近证据提示：**表现**：后期完全不知道每个广播是干什么的。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,726,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](../核心研究/创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手避坑完全指南.md,737,强结论缺少附近证据提示：- [创游世界广播命名规范与最佳实践](../脚本系统/创游世界广播命名规范与最佳实践.md) - 广播命名规范,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手常见问题汇总.md,25,强结论缺少附近证据提示：1. **素材≠物体**：素材是模板，物体是实例，修改素材不会自动更新地图物体,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/教程资料/创游世界新手常见问题汇总.md,58,强结论缺少附近证据提示：**注意**：角色必须同时挂物理组件和角色组件才能移动。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
